row_data,row_id,내용,상세내용,주장/검증 매체,label
320,320,시장 되면 일주일 안에 재건축 재개발 규제 확 푼다,"['취임', '일주일', '도시', '계획', '위원회', '서울시', '방침', '재건축', '재개발', '규제', '오세훈', '국민', '서울시장', '후보', '지난', '한국', '일보', '인터뷰', '보도', '오세훈', '시장', '일주일', '재건축', '재개발', '규제', '발언', '후보', '영등포구', '여의도', '노원구', '상계동', '양천구', '목동', '강남구', '압구정동', '강남구', '대치동', '광진구', '자양동', '노후', '아파트', '재건축', '재개발', '물량', '공급', '서울시', '재건축', '재개발', '규제', '완화', '주택', '공급', '확대', '검증', '대상', '오세훈', '취임', '주일', '재건축', '규제', '발언', '취임', '일주일', '도시', '계획', '위원회', '서울시', '방침', '재건축', '재개발', '규제', '오세훈', '국민', '서울시장', '후보', '지난', '한국', '일보', '인터뷰', '보도', '오세훈', '시장', '일주일', '재건축', '재개발', '규제', '발언', '후보', '영등포구', '여의도', '노원구', '상계동', '양천구', '목동', '강남구', '압구정동', '강남구', '대치동', '광진구', '자양동', '노후', '아파트', '재건축', '재개발', '물량', '공급', '서울시', '재건축', '재개발', '규제', '완화', '주택', '공급', '확대', '서울시', '도시', '계획', '위원회', '위원', '이경선', '서울시', '의원', '민주당', '지난', '자신', '페이스북', '계정', '일주일', '재건축', '재개발', '규제', '라며', '반박', '의원', '현재', '주택', '급량', '기본', '계획', '제한', '용적률', '제한', '추가', '용적률', '대폭', '완화', '사항', '조례', '개정', '도시', '계획', '위원회', '심의', '재건축', '사업', '계획', '확정', '기본', '계획', '변경', '조례', '변경', '의회', '동의', '의결', '지적', '현재', '서울시', '의회', '민주당', '전체', '의석', '가운데', '절대', '다수', '차지', '과연', '오세훈', '후보', '일주일', '도시', '계획', '위원회', '서울시', '방침', '재건축', '재개발', '규제', '완화', '검증', '방법', '부동산', '도시', '계획', '전문가', '서울시', '오세훈', '후보', '사실', '여부', '확인', '검증', '내용', '김문수', '후보', '취임', '첫날', '도장', '대체로', '사실', '판정', '선거', '재개발', '재건축', '카드', '오세훈', '후보', '지난', '지방', '선거', '당시', '국민', '전신', '자유', '한국', '서울시장', '후보', '김문수', '후보', '불교', '방송', '라디오', '인터뷰', '취임', '첫날', '재개발', '재건축', '도장', '주장', '당시', '오마이', '뉴스', '팩트', '체크', '결과', '도시', '계획', '위원회', '심의', '과정', '최소', '관련', '기사', '팩트', '체크', '김문수', '재개발', '도장', '찍기', '취임', '첫날', '오세훈', '후보', '일주일', '재건축', '재개발', '방침', '도시', '계획', '위원회', '심의', '과정', '영향', '현실', '난관', '적지', '우선', '서울시', '도시', '계획', '위원회', '아래', '도계', '서울시', '도시', '관리', '계획', '관련', '사안', '심의', '자문', '기구', '서울시', '일방', '정비', '사업', '계획', '결정', '견제', '역할', '서울시장', '마음대로', '조직', '얘기', '현재', '도계', '위원장', '행정', '부시장', '임명', '비롯', '공무원', '의원', '청장', '분야', '외부', '전문가', '구성', '심의', '안건', '통과', '재적', '위원', '과반', '출석', '출석', '위원', '과반', '동의', '취임', '주일', '설득', '서울시', '도시', '계획', '관련', '조례', '서울시장', '위원', '위촉', '위원', '선정', '외부', '위원', '논의', '결정', '때문', '서울시장', '직접', '개입', '외부', '위원', '임기', '중임', '가능', '서울시장', '모두', '교체', '현재', '도계', '의원', '모두', '민주당', '소속', '점도', '국민', '소속', '후보', '돌이', '전문가', '의견', '도시', '계획', '위원', '거수기', '전문가', '집단', '모욕', '발언', '최은영', '한국', '도시', '연구소', '소장', '도계', '민간', '전문가', '의견', '때문', '시장', '마음대로', '기관', '지적', '소장', '도시', '계획', '위원', '시장', '거수기', '재건축', '재개발', '방침', '발언', '전문가', '집단', '대한', '모욕', '발언', '생각', '소장', '재개발', '재건축', '사업', '시행', '주체', '구청', '지금', '청장', '주민', '조합', '생각', '서울시', '도계', '모든', '결정', '소장', '조합', '설립', '상당수', '라며', '동의', '절차', '진행', '난관', '예측', '김선', '경실련', '부동산', '건설', '개혁', '본부', '국장', '취임', '주일', '도계', '계획', '위원', '검토', '협의', '시간', '주일', '승인', '무리', '선진', '대한', '부동산', '학회', '회장', '경인여대', '교수', '안건', '일주일', '이내', '위원회', '소집', '행정', '절차', '취임', '자마자', '회의', '발송', '계획', '먼저', '수립', '때문', '회의', '일주일', '소집', '통지', '현실', '회장', '후보', '언급', '지역', '가운데', '건폐율', '최대', '노원구', '비롯', '용적률', '최대', '지역', '도계', '승인', '재개발', '재건축', '지적', '용적률', '제한', '근본', '규제', '서울시', '의회', '동의', '절차', '당사자', '의견', '오세훈', '후보', '시장', '재량', '오세훈', '후보', '문혜정', '공보', '담당', '오마이', '뉴스', '통화', '도시', '계획', '위원회', '즉각', '규제', '거듭', '강조', '후보', '이전', '서울시장', '경험', '때문', '규제', '가장', '시행', '일단', '도계', '규제', '그다음', '크게', '재건축', '재개발', '규제', '서울시', '의회', '협의', '이경선', '의원', '주장', '대해', '후보', '상황', '시장', '재량', '그동안', '면서', '도시', '계획', '위원회', '공무원', '머리', '서랍', '규제', '시민', '바로', '체감', '결과', '재개발', '재건축', '절차', '계획', '수립', '조합', '동의', '도계', '시간', '협의', '전문가', '지적', '대해', '서도', '후보', '측은', '이전', '후보', '시장', '임기', '추진', '박원순', '시장', '백지', '지금', '재건축', '재개발', '아파트', '이전', '계속', '요구', '이기', '때문', '다시', '준비', '도계', '안건', '통과', '용적률', '건폐율', '최대', '지역', '공급', '현실', '이번', '재보궐', '선거', '당선', '서울시장', '임기', '개월', '점도', '공급', '확대', '정책', '장애물', '최은영', '소장', '연간', '서울', '도심', '단기간', '호가', '공급', '그것', '일시', '지역', '사람', '어디', '하나', '반문', '판정', '결과', '위원회', '어도', '주일', '통과', '대체로', '거짓', '대체로', '사실', '오세훈', '후보', '취임', '주일', '도시', '계획', '위원회', '서울시', '재건축', '재개발', '규제', '계획', '제출', '시간', '도계', '소집', '자체', '무리', '도계', '민주당', '소속', '의원', '비롯', '민간', '위원', '동의', '절차', '재건축', '재개발', '사업', '계획', '승인', '앞서', '서울시', '의회', '의결', '사안', '주일', '기존', '방침', '현실', '이경선', '의원', '발언', '서울시장', '개인', '의지', '우선', '명의', '민주당', '의회', '협의', '일이', '후보', '발언', '대체로', '거짓', '대체로', '사실', '판정']",오세훈,0
321,321,신도시 땅투기 의혹 LH 직원 형사처벌받을 수 있다,"['한국', '토지', '주택', '공사', '직원', '미리', '입수', '신도시', '지정', '정보', '이용', '부동산', '불법', '투기', '의혹', '강민석', '청와대', '대변인', '청와대', '브리핑', '통해', '신도시', '투기', '의혹', '일부', '직원', '개인', '뿌리', '부패', '구조', '기인', '규명', '발본색원', '문재인', '대통령', '지시', '소개', '논란', '대상', '직원', '심판', '관심', '신도시', '투기', '의혹', '직원', '형사', '처벌', '대한', '언론사', '자체', '문제', '제기', '청와대', '국토부', '브리핑', '인용', '법률', '판례', '검토', '판사', '인터뷰', '대통령', '지시', '정부', '국무조정실', '국무', '차장', '단장', '합동', '사단', '구성', '국토부', '직원', '대한', '조사', '진행', '방침', '조사', '결과', '의혹', '사실', '형사', '처벌', '현재', '로서', '지적', '형사', '처벌', '위해', '업무', '처리', '비밀', '이용', '부동산', '투기', '사실', '구체', '입증', '합법', '정보', '활용', '정상', '투자', '내부', '정보', '이용', '불법', '투기', '구별', '때문', '신도시', '지정', '정보', '언론', '통해', '연하', '사실', '이기', '때문', '업무', '비밀', '해당', '부동산', '처분', '통한', '이익', '실현', '이기', '때문', '불법', '이익', '경우', '직원', '부패방지법', '공직자', '부시', '방법', '업무', '비밀', '용제', '적용', '대상', '포함', '우선', '내부', '정보', '이용', '부동산', '투기', '의혹', '직원', '부패', '방지', '국민권익위', '회의', '설치', '운영', '법률', '부패방지법', '업무', '비밀', '공공', '주택', '특별법', '부동산', '투기', '방지', '대책', '위반', '적용', '죄목', '지목', '부패방지법', '업무', '비밀', '이용', '업무', '처리', '비밀', '이용', '부동산', '투기', '경우', '이하', '징역', '이하', '벌금', '처벌', '반면', '공공', '주택', '특별법', '부동산', '투기', '방지', '대책', '위반', '업무', '처리', '주택', '지구', '지정', '정보', '이용', '부동산', '투기', '경우', '적용', '이하', '징역', '이하', '벌금', '처벌', '상대', '일각', '직원', '부패방지법', '적용', '공직자', '때문', '처벌', '상대', '부동산', '투기', '방지', '대책', '위반', '처벌', '주장', '사실', '부패방지법', '공기업', '공공기관', '해당', '직원', '부패방지법', '공직자', '해당', '부패방지법', '업무', '비밀', '처벌', '대상', '때문', '따라서', '조사', '수사', '결과', '불법', '투기', '의혹', '사실', '직원', '상대', '처벌', '수위', '부패방지법', '업무', '비밀', '재판', '신도시', '지정', '담당', '직원', '처벌', '대상', '업무', '과정', '정보', '처벌', '업무', '비밀', '이용', '업무', '처리', '비밀', '이용', '경우', '적용', '때문', '신도시', '관련', '업무', '담당', '직원', '형사', '처벌', '지적', '국토부', '발표', '자체', '조사', '결과', '불법', '투기', '의혹', '직원', '신도시', '지정', '지역', '광명', '시흥', '사업', '본부', '근무', '확인', '때문', '직접', '업무', '관련성', '직원', '신도시', '지정', '정보', '미리', '부동산', '투기', '경우', '라면', '업무', '처리', '비밀', '이용', '때문', '형사', '처벌', '의문', '제기', '관련', '판례', '해당', '공직자', '담당', '업무', '무엇', '부동산', '취득', '동기', '경위', '종합', '고려', '업무', '처리', '비밀', '이용', '인지', '대법원', '판결', '업무', '처리', '비밀', '이용', '공직자', '부동산', '취득', '무렵', '담당', '업무', '부동산', '취득', '동기', '경위', '제반', '사정', '종합', '판단', '시한', '불법행위', '연결', '내부', '정보', '업무', '무관', '부서', '소속', '직원', '업무', '도중', '정보', '경우', '업무', '처리', '비밀', '이용', '간주', '판례', '대법원', '판결', '도로', '개설', '업무', '보고', '업무', '회의', '참석', '도로', '개설', '시기', '구체', '노선', '내용', '여러', '차례', '공무원', '개설', '도로', '인접', '토지', '매입', '사건', '업무', '처리', '비밀', '이용', '판단', '재경', '지법', '부장', '판사', '연합뉴스', '통화', '신도시', '지정', '업무', '직접', '담당', '직원', '업무', '처리', '과정', '신도시', '지정', '정보', '직원', '업무', '처리', '비밀', '이용', '자로', '수도', '다만', '구체', '업무', '수행', '과정', '해당', '정보', '취득', '사실', '입증', '처벌']",언론사 자체 문제제기,1
322,322,김영란법 풀어야 명절 선물 매출 늘어난다,"['명절', '정도', '백화점', '마트', '벌써', '선물', '세트', '등장', '공직자', '선물', '제한', '김영란', '청탁', '금지법', '때문', '원칙', '고기', '과일', '생선', '수산물', '정치권', '코로나', '때문', '농수산', '업계', '주장', '지난해', '추석', '한시', '허용', '매출', '김영란', '명절', '선물', '농수산', '업계', '위해', '올해', '완화', '정치', '주장', '과연', '김영란', '명절', '선물', '매출', '김영란', '명절', '선물', '매출', '대체로', '사실', '지난해', '추석', '김영란', '완화', '관계', '가격', '대의', '선물', '매출', '역시', '올해', '김영란', '완화', '예약', '매출', '대비', '크게', '명절', '정도', '백화점', '마트', '벌써', '선물', '세트', '등장', '공직자', '선물', '제한', '김영란', '청탁', '금지법', '때문', '뉴스룸', '팩트', '체크', '영상', '갈무리', '원칙', '고기', '과일', '생선', '수산물', '정치권', '코로나', '때문', '농수산', '업계', '주장', '지난해', '추석', '한시', '허용', '매출', '김영란', '명절', '선물', '농수산', '업계', '위해', '올해', '완화', '정치', '주장', '과연', '뉴스룸', '팩트', '체크', '영상', '갈무리', '지난해', '추석', '백화점', '마트', '수산물', '선물', '전보', '매출', '오른', '정치', '김영란', '덕분', '라면', '사이', '선물', '매출', '가장', '뉴스룸', '팩트', '체크', '영상', '갈무리', '오히려', '조치', '관계', '선물', '선물', '매출', '가지', '이건', '현장', '확인', '대형', '마트', '벌써', '명절', '선물', '준비', '미리', '예약', '뉴스룸', '팩트', '체크', '영상', '갈무리', '전과', '비교', '매출', '크게', '선물', '비롯', '고가', '상품', '인기', '김영란', '코로나', '때문', '고향', '얼굴', '대신', '선물', '사서', '분위기', '매출', '영향', '김영란', '일부', '영향', '하나', '오해', '대부분', '국민', '금액', '얼마', '선물']",김현수,0
323,323,코로나19 상황에서도 가장 큰 이익을 보고 있는 업종은 금융업이다,"['홍익표', '민주당', '정책', '의장', '라디오', '방송', '출연', '코로나', '상황', '이익', '가장', '업종', '이자', '꼬박꼬박', '금융업', '라며', '은행권', '이자', '경우', '임대료', '이자', '중단', '검증', '방법', '홍익표', '민주당', '정책', '의장', '발언', '사실', '팩트', '체크', '위해', '금융감독원', '홈페이지', '국내', '은행', '영업', '실적', '잠정', '자료', '분석', '검증', '내용', '은행권', '지난해', '순이익', '기간', '원보', '감소', '이자', '이익', '원보', '이자', '이익', '역시', '원보', '증가', '순이익', '확인', '검증', '결과', '따라서', '홍익표', '민주당', '정책', '의장', '발언', '사실', '확인', '다만', '순이익', '이자', '이익', '원보', '이자', '이익', '역시', '원보', '증가', '대체로', '사실', '최종', '판단']",홍익표,0
324,324,2020년에 OECD 모든 국가가 다 마이너스 성장을 했지만 한국은 가장 선방해서 최상위권 성장률을 유지했다,"['신종', '코로나바이러스', '감염증', '코로나', '세계', '경기', '침체', '가운데', '문재인', '대통령', '신년', '기자회견', '한국', '경제', '선방', '협력', '통계', '인용', '대통령', '신년', '기자회견', '말미', '지금', '우리', '경제', '시적', '모든', '국가', '마이너스', '성장', '한국', '가장', '선방', '상위', '성장', '유지', '대통령', '올해', '경제성장', '코로나', '이전', '나라', '극히', '한국', '올해', '상반기', '코로나', '상황', '이전', '수준', '자신감', '가지', '강조', '발표', '통계', '바탕', '지난해', '한국', '다른', '회원', '경제', '성장', '비교', '모든', '국가', '마이너스', '성장', '한국', '가장', '선방', '상위', '성장', '유지', '문재인', '대통령', '신년', '기자회견', '발언', '발표', '통계', '검토', '신종', '코로나바이러스', '감염증', '코로나', '세계', '경기', '침체', '가운데', '문재인', '대통령', '신년', '기자회견', '한국', '경제', '선방', '협력', '통계', '인용', '대통령', '신년', '기자회견', '말미', '지금', '우리', '경제', '시적', '모든', '국가', '마이너스', '성장', '한국', '가장', '선방', '상위', '성장', '유지', '대통령', '올해', '경제성장', '코로나', '이전', '나라', '극히', '한국', '올해', '상반기', '코로나', '상황', '이전', '수준', '자신감', '가지', '강조', '발표', '통계', '바탕', '지난해', '한국', '다른', '회원', '경제', '성장', '비교', '우선', '한국', '지난해', '국가', '상위', '경제성장률', '유지', '대통령', '발언', '사실', '판단', '최종', '수치', '집계', '잠정', '망치', '보고서', '내용', '부합', '때문', '지난달', '경제', '전망', '보고서', '통해', '한국', '전체', '국내총생산', '성장', '회원', '기록', '전망', '코로나', '확산', '영향', '한국', '성장', '마이너스', '예상', '효과', '방역', '조치', '회원', '올해', '위축', '가장', '국가', '평가', '노르웨이', '터키', '리투아니아', '아일랜드', '비교', '경제성장률', '하락', '전망', '한국', '연간', '망치', '집계', '최종', '완료', '작년', '분기', '분기', '통계', '줄곧', '경제성장률', '상위', '이름', '동기', '대비', '분기', '성장', '한국', '지난해', '개국', '기록', '상위', '자리', '세계', '팬데믹', '본격', '한국', '성장', '개국', '가장', '성장', '상위', '이름']",문재인,1
325,325,공매도가 기관 투자자에게만 허용돼 개인 투자자들만 피해를 본다,"['작년', '신종', '코로나바이러스', '감염증', '코로나', '사태', '초기', '시장', '불안', '확산', '위해', '공매도', '금지', '조치', '종료', '예정', '가운데', '일각', '공매도', '재개', '개인', '투자자', '일방', '공매도', '아예', '폐지', '목소리', '금융', '위원회', '지난', '출입', '자단', '상대로', '공지', '문자', '통해', '코로나', '한시', '공매도', '금지', '조치', '종료', '예정', '공매도', '금지', '대한', '별도', '정책', '결정', '예정', '공매도', '재개', '취지', '공매도', '재개', '가시', '주가', '하락', '우려', '개인', '투자자', '중심', '공매도', '재개', '반대', '움직임', '증시', '거품', '제거', '조정', '장치', '로서', '공매도', '재개', '전문가', '적지', '동학', '개미', '사이', '공매도', '반대', '여론', '청와대', '국민', '청원', '게시판', '공매도', '영구', '금지', '청원', '오후', '현재', '동의', '온라인', '기관', '허용', '공매도', '재개', '개인', '투자자', '피해', '기관', '투자자', '실제', '주식', '공매도', '차입', '공매도', '수익', '반응', '공매도', '주장', '대해', '확인', '공매도', '기관', '투자자', '허용', '개인', '투자자', '피해', '온라인', '주장', '관련', '법률', '검토', '전문가', '인터뷰', '작년', '신종', '코로나바이러스', '감염증', '코로나', '사태', '초기', '시장', '불안', '확산', '위해', '공매도', '금지', '조치', '종료', '예정', '가운데', '일각', '공매도', '재개', '개인', '투자자', '일방', '공매도', '아예', '폐지', '목소리', '다음', '위원회', '지난', '출입', '자단', '상대로', '공지', '문자', '통해', '코로나', '한시', '공매도', '금지', '조치', '종료', '예정', '공매도', '금지', '대한', '별도', '정책', '결정', '예정', '공매도', '재개', '취지', '공매도', '재개', '가시', '주가', '하락', '우려', '개인', '투자자', '중심', '공매도', '재개', '반대', '움직임', '증시', '거품', '제거', '조정', '장치', '로서', '공매도', '재개', '전문가', '적지', '동학', '개미', '사이', '공매도', '반대', '여론', '청와대', '국민', '청원', '게시판', '공매도', '영구', '금지', '청원', '오후', '현재', '동의', '온라인', '기관', '허용', '공매도', '재개', '개인', '투자자', '피해', '기관', '투자자', '실제', '주식', '공매도', '차입', '공매도', '수익', '반응', '개인', '공매도', '개인', '공매도', '가능', '기관', '조건', '우선', '공매도', '기관', '투자자', '허용', '개인', '투자자', '피해', '주장', '사실', '도란', '보유', '주식', '매도', '주식', '다시', '투자', '방식', '매도', '주가', '상승', '차액', '손해', '보고', '반대', '주가', '하락', '이익', '구조', '사의', '주식', '매도', '주가', '이상일', '다시', '매수', '손해', '보고', '이하일', '이익', '식이', '공매도', '기관', '허용', '주가', '하락', '시기', '개인', '투자자', '대체로', '손실', '길이']",온라인 커뮤니티,0
326,326,문 정부 기간 동안 양극화 심해져 기초생활수급자 급증했다,"['유승민', '의원', '문재인', '정부', '양극화', '문제', '빈곤층', '주장', '의원', '지난달', '자신', '페이스북', '보건복지부', '통계', '빈곤층', '급증', '해당', '게시', '기초', '생활', '수급', '상위', '계층', '빈곤층', '인구', '문재인', '정부', '기간', '가량', '박근혜', '정부', '기간', '빈곤층', '비교', '가량', '차이', '의원', '올해', '코로나', '바이러스', '대책', '검증', '방법', '통계청', '소득', '분배', '지표', '자료', '가계', '금융', '복지', '조사', '결과', '가입', '소득', '분배', '지표', '비교', '자료', '계층', '상대', '빈곤', '통계', '자료', '한국', '보건', '사회', '연구원', '빈곤', '통계', '연보', '기초', '생활', '수급', '부양', '의무', '폐지', '공약', '유승민', '대선', '후보', '공약', '검증', '내용', '양극화', '사회', '전체', '소득', '분배', '격차', '현상', '의미', '양극화', '수준', '빈곤층', '상류층', '간의', '소득', '격차', '비교', '보건복지부', '통계', '기초', '생활', '보장', '수급', '증가', '증가', '통계청', '발표', '지니계수', '상대', '빈곤', '등락', '비교', '연관', '성은', '매우', '통계청', '가계', '금융', '복지', '조사', '처분', '가능', '소득', '기준', '지니계수', '소득', '배율', '상대', '빈곤', '각각', '지속', '감소', '소득', '격차', '개선', '정부', '공적', '이전', '제외', '시장', '소득', '기준', '상대', '빈곤', '포인트', '증가', '지니계수', '배율', '각각', '상승', '의원', '근거', '기초', '생활', '수급', '증가', '연관', '찾기', '김태년', '민주당', '원내대표', '의원', '주장', '왜곡', '대응', '원내대표', '부양', '의무', '폐지', '복지', '지대', '소외', '계층', '혜택', '양극화', '심화', '매도', '설명', '지난', '각각', '교육', '급여', '주거', '급여', '순차', '부양', '의무', '기준', '폐지', '기준', '폐지', '기초', '생활', '수급', '인구', '이상', '증가', '지난', '데이터', '지니계수', '상대', '빈곤', '양극화', '지표', '수치', '변화', '비교', '계층', '상대', '빈곤', '율과', '해외', '데이터', '비교', '한국', '사회', '양극화', '수준', '사실', '한국', '정규직', '인구', '소득', '분산', '가입', '수준', '처분', '가능', '소득', '기준', '지니계수', '평균', '다소', '이상', '노인', '상대', '빈곤', '처분', '가능', '소득', '기준', '가입', '가장', '검증', '결과', '기준', '한국', '양극화', '수준', '수준', '사실', '양극화', '기초', '생활', '수급', '빈곤층', '의원', '주장', '사실', '빈곤층', '증가', '양극화', '지표', '대조', '연관', '기초', '생활', '수급', '요건', '부양', '의무', '기준', '폐지', '원내대표', '반박', '실제', '해당', '연도', '교육', '급여', '주거', '급여', '분야', '부양', '의무', '기준', '폐지', '토대', '의원', '주장', '대체로', '사실', '판단']",유승민,0
327,327,최근 AI 발생에 따른 살처분에도 불구하고 계란 닭고기 오리고기 공급은 전반적으로 안정적인 상황이다,"['지난해', '농장', '발생', '산란', '마리', '처분', '대상', '지난해', '과잉', '공급', '재고', '현재', '처분', '규모', '수준', '때문', '공급', '부족', '우려', '필요', '설명', '실제', '오리고기', '제외', '현재', '소비자', '가격', '크게', '농식품부', '지난달', '기준', '계란', '평균', '소비자', '가격', '평년', '대비', '상승', '수준', '닭고기', '평년', '대비', '오히려', '하락', '오리고기', '이동', '중지', '일시', '공급', '차질', '농식품부', '설명', '발생', '겨우내', '최근', '육류', '소비', '가격', '상승', '우려', '검증', '대상', '조류인플루엔자', '발생', '농장', '정부', '계란', '닭고기', '오리고기', '공급', '문제', '검증', '방법', '농림', '식품부', '관계자', '통계청', '검증', '내용', '식품부', '관계자', '생산량', '증가', '육계', '오리고기', '냉동', '재고', '평년', '증가', '설명', '산란', '사육', '마릿수', '평년', '대비', '감소', '불구', '통계청', '육류', '대한', '가구', '평균', '소비', '지출', '지난해', '각각', '동기', '대비', '증가', '겨울', '발생', '다음', '특성', '수만', '상황', '코로나', '치킨', '배달', '음식', '가정', '소비', '닭고기', '가격', '상승', '가능성', '지난해', '육계', '처분', '규모', '과거', '사례', '발생', '닭고기', '소비', '기피', '현상', '가격', '상승', '요인', '계란', '역시', '산란', '규모', '평년', '대비', '가정', '소비', '가격', '상승', '우려', '수급', '불안', '가능성', '때문', '농식품부', '관계자', '수급', '불안', '우려', '품목', '대해', '생산자', '단체', '유통업', '협조', '대응', '계획', '검증', '결과', '절반', '사실']",농림축산식품부,0
328,328,경기 위기 속 농업이 고용 절벽 지지했다,"['정부', '한국판', '뉴딜', '일자리', '전력', '가운데', '식량', '안보', '화두', '농업', '중요성', '다시', '분위기', '문재인', '대통령', '작년', '농업인', '기념', '참석', '농업', '일자리', '올해', '우리', '농업', '일자리', '평가', '농업', '작년', '경제', '위기', '고용', '절벽', '지지', '미래', '대안', '검증', '대상', '문재인', '대통령', '작년', '농업인', '기념', '참석', '농업', '일자리', '올해', '우리', '농업', '일자리', '평가', '농업', '그간', '경제', '위기', '고용', '절벽', '지지', '미래', '대안', '검증', '용문', '대통령', '농업', '일자리', '해당', '발언', '근거', '통계청', '발표', '고용', '동향', '국가', '통계', '포털', '기준', '농림', '어업', '취업', '명보', '증가', '해당', '숫자', '어업', '취업', '자도', '포함', '만큼', '농업', '다만', '농업', '취업', '별도', '분리', '통계표', '어업', '비중', '크게', '편임', '감안', '편의', '농업', '취업', '지칭', '풀이', '대통령', '농업', '일자리', '해당', '발언', '근거', '통계청', '발표', '고용', '동향', '국가', '통계', '포털', '기준', '농림', '어업', '취업', '명보', '증가', '해당', '숫자', '어업', '취업', '자도', '포함', '만큼', '농업', '다만', '농업', '취업', '별도', '분리', '통계표', '어업', '비중', '크게', '편임', '감안', '편의', '농업', '취업', '지칭', '풀이', '농림', '어업', '올해', '개월', '연속', '취업', '증가', '농림', '어업', '취업', '증가', '전체', '비중', '취업', '증가', '이중', '가량', '농림', '어업', '차지', '기간', '건설업', '증가', '제조업', '소매', '숙박', '음식', '오히려', '각각', '감소', '코로나', '위기', '올해', '농림', '어업', '취업', '개월', '연속', '동월', '대비', '증가', '고용', '충격', '지지', '역할', '감소', '다시', '청년', '농촌', '유입', '감소', '고령화', '가속', '젊은이', '농인', '농촌', '혁신', '불어', '해석', '통계청', '발표', '통계', '농업', '구조', '변화', '귀농', '인구', '정점', '이후', '지난해', '감소', '농촌', '농업인', '숫자', '의미', '연령', '대별', '귀농', '인구', '이하', '비중', '지난해', '반면', '이상은', '지난', '평균', '증가', '이하', '하락', '고령', '이상', '평균', '검증', '결과', '검증', '내용', '종합', '취업', '증가', '고령화', '가속', '청년', '농촌', '유입', '감소', '젊은이', '농인', '농촌', '혁신', '불어', '해석', '농업', '일자리', '증가', '고용', '절벽', '지지']",언론사 자체 문제제기,0
329,329,사회적 거리 두기 3단계 격상되면 택배 마트 이용 불가능하다,"['최근', '코로나', '상황', '정부', '사회', '거리', '두기', '단계', '격상', '여부', '고심', '단계', '격상', '택배', '마트', '이용', '질문', '검증', '대상', '사회', '거리', '두기', '단계', '격상', '가능성', '언급', '마트', '택배', '편의점', '생활', '서비스', '이용', '가능', '여부', '대한', '질문', '온라인', '상황', '검증', '방법', '사회', '거리', '두기', '단계', '가이드라인', '유통업', '취재', '취합', '검증', '내용', '소비자', '우려', '달리', '거리', '두기', '단계', '격상', '택배', '서비스', '정상', '운영', '배송', '유통', '운수', '산업', '관련', '시설', '필수', '산업', '시설', '분류', '집합', '금지', '시설', '제외', '때문', '자체', '물류', '센터', '운영', '중인', '마켓', '컬리', '단계', '격상', '정상', '운영', '편의점', '또한', '단계', '격상', '여부', '정상', '영업', '편의점', '방역', '당국', '필수', '생활', '시설', '해당', '집합', '금지', '대상', '제외', '다만', '대형', '마트', '기업', '슈퍼마켓', '운영', '여부', '결정', '방역', '당국', '지침', '이상', '대규모', '매장', '집합', '금지', '대상', '생필품', '판매', '이유', '집합', '금지', '대상', '제외', '가능성', '상황', '현재', '방역', '당국', '대형', '마트', '영업', '허용', '생필품', '판매', '방안', '검토', '만약', '판매', '상품', '관련', '면적', '이상', '점포', '영업', '불가', '지침', '대형', '마트', '모두', '경우', '업체', '점포', '별로', '운영', '상황', '롯데', '슈퍼', '경우', '전국', '매장', '면적', '모두', '영업', '중단', '검증', '결과', '사회', '거리', '두기', '단계', '택배', '편의점', '이용', '다만', '마트', '경우', '규모', '운영', '여부', '갈릴', '현재', '불분명']","SNS, 온라인 커뮤니티",0
